{31510,  50.27,  127.50,  136, 5, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31538,  50.07,  132.13,  345, 5, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31561,  50.60,  137.13,   20, 5, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31736,  48.53,  135.23,   72, 8, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31770,  48.97,  140.33,   24,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31873,  45.87,  133.73,  100, 8, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{31977,  43.12,  132.08,   87, 8, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{32061,  50.90,  142.17,   31, 5, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32098,  49.22,  143.10,    8,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32150,  46.92,  142.73,   24,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32215,  50.00,  155.38,   32,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32389,  56.32,  160.83,   28,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32477,  54.30,  155.93,   25,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32540,  53.08,  158.55,   84,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{32618,  55.20,  165.98,   14,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 0, 0, 0,12}
{33008,  52.12,   23.68,  153, 3,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33041,  52.45,   31.00,  126, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33317,  50.17,   27.03,  278, 3,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33345,  50.40,   30.45,  167, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33393,  49.85,   24.05,  329, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33631,  48.63,   22.27,  115, 6,10, 1, 2, 0, 4, 5, 6, 7, 8, 9,10,11,12}
{33658,  48.30,   25.92,  218, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33791,  47.93,   33.33,  100, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33837,  46.43,   30.77,   42, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33946,  44.95,   34.12,  280, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{33966,  45.05,   34.60,  205, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 0,10,11,12}
{34009,  51.77,   36.17,  246, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34122,  51.65,   39.25,  104, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34172,  51.57,   46.03,  166, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34247,  50.42,   41.05,   92, 4,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34300,  49.93,   36.28,  147, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34467,  48.78,   44.35,  141, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 0,10,11,12}
{34731,  47.25,   39.82,   78, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34858,  45.92,   43.35,   87, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{34882,  46.28,   47.98,  -17, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 0,10, 0,12}
{35121,  51.68,   55.10,  118, 4, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{35229,  50.28,   57.15,  224, 4, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{35394,  49.80,   73.13,  553, 7, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{35671,  47.80,   67.72,  345, 7, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{35700,  47.12,   51.85,  -24, 7,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{36003,  52.30,   76.93,  122, 4, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{36096,  51.72,   94.50,  628, 5, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{36872,  43.36,   77.00,  663, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{37011,  44.10,   39.03,   95, 7,11, 1, 2, 3, 4, 5, 6, 7, 8, 0,10, 0,12}
